Column1;audienceRating;Genre;criticRating;timeMin;grossMillions;Movie;Vote;Budget;Year;Profit
2498;72;Drama;76;127;501;Étreintes brisées;33726;20237;2009;-19736
2550;70;Drama;79;120;501;Amore;15832;3457;2009;-2956
1167;57;Comedy;45;104;499;Club Dread;25173;19288;2004;-18789
3618;74;Documentary;83;91;495;Twenty Feet from Stardom;10509;22648;2013;-22153
3285;41;Horror;18;83;493;The Apparition;17289;29426;2012;-28933
382;61;Comedy;51;93;492;Nadia;22494;16643;2001;-16151
908;21;Comedy;14;81;492;From Justin to Kelly;24028;11909;2003;-11417
2426;74;Drama;51;109;492;Ma vie pour la tienne;80713;15722;2009;-15230
642;78;Drama;83;114;489;The Magdalene Sisters;23546;24796;2002;-24307
2281;64;Comedy;54;92;488;Hamlet 2;15692;7641;2008;-7153
1638;73;Comedy;66;120;486;Paris, je t'aime;65689;5022;2006;-4536
4321;68;Biography;62;117;485;K.O. - Bleed for This;16806;3597;2016;-3112
643;66;Comedy;46;112;484;Hollywood Ending;23293;27613;2002;-27129
748;45;Action;17;93;484;The Extremists;4977;21039;2002;-20555
1151;64;Biography;44;114;484;Rochester, le dernier des libertins;32604;16719;2004;-16235
683;53;Comedy;12;86;481;Slackers;12870;7688;2002;-7207
4392;52;Horror;30;91;479;Incarnate;8268;7125;2016;-6646
404;58;Comedy;38;88;478;Les visiteurs en Amérique;16265;11126;2001;-10648
4170;79;Drama;96;137;477;Manchester by the Sea;170448;26938;2016;-26461
3727;58;Action;44;89;476;Black storm;57897;14355;2014;-13879
920;53;Mystery;46;119;475;In the Cut;19564;10348;2003;-9873
3084;57;Drama;28;97;475;Atlas Shrugged: Part I;11886;12527;2011;-12052
4381;54;Comedy;59;91;475;Absolutely Fabulous: Le Film;9432;16714;2016;-16239
1302;72;Action;63;144;474;Kingdom of Heaven;235272;15705;2005;-15231
1310;76;Drama;74;164;474;Munich;188107;3626;2005;-3152
2409;73;Drama;79;110;474;Precious;94429;5334;2009;-4860
168;60;Comedy;40;112;473;Duos d'un jour;8543;24428;2000;-23955
505;65;Adventure;38;113;472;The Other Side of Heaven;3443;16926;2001;-16454
4001;63;Crime;50;99;472;True Story;45119;27119;2015;-26647
1055;82;Animation;80;119;471;Le château ambulant;247386;18467;2004;-17996
4362;66;Action;54;111;471;Hands of Stone;10625;26203;2016;-25732
1836;72;Action;53;124;470;Shooter, tireur d'élite;275674;12564;2007;-12094
2308;46;Comedy;15;94;469;College;11388;14752;2008;-14283
4040;69;Biography;67;106;469;Les suffragettes;29021;24832;2015;-24363
624;70;Comedy;72;98;468;Igby;30049;27708;2002;-27240
1640;73;Comedy;70;105;466;La science des rêves;63967;15916;2006;-15450
1729;60;Comedy;27;84;461;Bienvenue en prison;20972;25097;2006;-24636
1997;64;Drama;43;139;461;L'amour aux temps du choléra;20283;19326;2007;-18865
3394;67;Action;40;113;460;Gangster Squad;185945;23985;2013;-23525
900;81;Documentary;82;106;458;La mort suspendue;29285;2904;2003;-2446
2386;66;Action;44;92;458;Underworld 3 - Le soulèvement des Lycans;133942;18754;2009;-18296
1738;76;Drama;88;110;457;Loin d'elle;19763;2094;2006;-1637
4538;82;Adventure;86;123;457;La forme de l'eau;7080;13868;2017;-13411
843;72;Action;69;108;456;Ong-bak;64337;3048;2003;-2592
3387;70;Action;84;126;456;Snowpiercer - le transperceneige;211531;741;2013;-285
1946;38;Action;15;127;454;King Rising - Au nom du Roi;40225;20373;2007;-19919
2533;50;Comedy;7;90;454;Miss March;19258;13182;2009;-12728
4444;66;Comedy;50;96;450;Braquage à l'ancienne;46514;10800;2017;-10350
4433;52;Action;42;107;449;xXx: Reactivated;64111;9362;2017;-8913
1122;64;Crime;33;106;448;Profession profiler;52548;16202;2004;-15754
2067;74;Biography;69;118;447;Talk to Me;8783;4031;2007;-3584
401;73;Drama;84;121;446;Lantana;17201;28645;2001;-28199
3002;69;Drama;50;130;446;Anonymous;36367;15791;2011;-15345
146;71;Comedy;77;112;445;Italian for Beginners;11856;95;2000;350
497;66;Comedy;58;102;445;Tortilla Soup;3683;27404;2001;-26959
1900;81;Animation;90;96;444;Persepolis;76721;1877;2007;-1433
2524;70;Biography;81;119;444;Bright Star;22796;19523;2009;-19079
2732;68;Drama;69;104;444;The Company Men;38975;12340;2010;-11896
3516;71;Biography;59;116;444;Les voies du destin;31538;4613;2013;-4169
909;65;Adventure;32;127;443;Sans frontière;23983;26611;2003;-26168
1165;66;Action;60;106;443;Spartan;27493;4684;2004;-4241
1975;68;Comedy;67;96;443;2 Days in Paris;28111;16800;2007;-16357
2758;74;Adventure;64;123;443;The Way - La route ensemble;25512;25129;2010;-24686
649;38;Comedy;12;95;442;Pluto Nash;21382;28193;2002;-27751
2205;78;Documentary;80;94;442;Food, Inc.;45839;1907;2008;-1465
4346;68;Comedy;83;92;442;Place à l'impro;12822;7758;2016;-7316
1963;53;Comedy;25;91;438;Permis de mariage;34039;9814;2007;-9376
495;41;Comedy;34;85;436;Ticket for Love;3783;25819;2001;-25383
2553;64;Comedy;69;90;436;Solitary Man;14242;13114;2009;-12678
181;67;Comedy;70;87;434;Le tao de Steve;6971;22152;2000;-21718
3297;72;Comedy;78;109;433;Beaucoup de bruit pour rien;14794;23449;2012;-23016
1313;63;Action;56;87;431;Le transporteur II;169425;1521;2005;-1090
2700;83;Documentary;88;105;431;Inside Job;61635;10456;2010;-10025
1398;55;Comedy;35;97;430;La rumeur court...;44522;4466;2005;-4036
1792;67;Biography;62;101;429;Au nom de la liberté;9577;9200;2006;-8771
1382;67;Drama;53;118;428;Goal! - Naissance d'un prodige;54356;1333;2005;-905
393;22;Drama;14;104;427;Glitter;20110;14470;2001;-14043
1734;48;Comedy;21;97;426;Van Wilder 2: The Rise of Taj;20348;88;2006;338
4058;71;Drama;94;91;425;45 ans;24306;4073;2015;-3648
1309;76;Comedy;72;103;424;Kiss Kiss Bang Bang;190589;23869;2005;-23445
2712;62;Drama;45;107;424;Sexy Dance 3 The Battle;50596;19441;2010;-19017
2964;65;Comedy;60;83;424;Jeff, Who Lives at Home;58134;8450;2011;-8026
4324;58;Drama;40;158;424;Ae Dil Hai Mushkil;15863;14184;2016;-13760
2288;70;Biography;57;119;423;Un éclair de génie;15203;15249;2008;-14826
3504;78;Drama;76;104;423;The Lunchbox;37691;23733;2013;-23310
107;73;Biography;85;133;422;Avant la nuit;21905;28411;2000;-27989
173;46;Action;22;96;422;Left Behind;8157;11584;2000;-11162
2748;61;Comedy;76;107;422;Greenberg;32124;27203;2010;-26781
4519;66;Crime;31;105;422;The Book of Henry;9193;19565;2017;-19143
2374;66;Horror;83;99;421;Jusqu'en enfer;168143;21535;2009;-21114
4218;70;Adventure;64;97;421;Swiss Army Man;73569;1567;2016;-1146
4512;71;Biography;76;119;421;Stronger;9841;17848;2017;-17427
458;69;Comedy;75;91;419;Lovely & Amazing;6293;17533;2001;-17114
919;82;Documentary;87;107;419;The Fog of War: Eleven Lessons from the Life of Robert S. McNamara;20494;28402;2003;-27983
3722;71;Drama;50;111;419;La promesse d'une vie;61625;25329;2014;-24910
50;80;Crime;61;140;418;Dancer in the Dark;86370;637;2000;-219
1880;47;Action;29;94;418;Aliens vs Predator: Requiem;101086;1873;2007;-1455
2943;68;Comedy;64;92;417;Fight Games;76201;24022;2011;-23605
451;73;Comedy;72;109;416;Chère Martha;7169;23684;2001;-23268
2377;70;Horror;42;123;416;Esther;160299;15441;2009;-15025
230;44;Comedy;10;82;414;Whipped;3722;18307;2000;-17893
2891;76;Action;73;101;411;The Raid;162670;23760;2011;-23349
3143;77;Action;68;109;410;End of Watch;198885;26198;2012;-25788
4563;66;Comedy;61;93;408;The Hero;4259;18946;2017;-18538
4353;66;Biography;63;109;407;Le procès du siècle;11893;20489;2016;-20082
571;70;Comedy;63;107;406;La secrétaire;72745;3602;2002;-3196
809;77;Comedy;68;121;406;Good Bye Lenin!;122451;5400;2003;-4994
3213;74;Comedy;82;86;406;Frances Ha;51701;22324;2012;-21918
2296;68;Comedy;56;110;404;Bottle Shock;13152;27881;2008;-27477
2816;66;Comedy;78;87;403;La beauté du geste;10285;1079;2010;-676
4005;66;Comedy;53;95;403;L'homme irrationnel;44190;6175;2015;-5772
1095;33;Action;27;104;402;Catwoman;94274;14423;2004;-14021
1933;70;Biography;73;135;402;I'm Not There.;51018;6532;2007;-6130
2672;80;Drama;50;165;402;My Name Is Khan;82449;27680;2010;-27278
445;63;Comedy;56;115;401;The Anniversary Party;7629;9023;2001;-8622
3170;70;Comedy;72;86;401;Safety Not Guaranteed;107295;15910;2012;-15509
1976;59;Crime;37;98;399;2ème sous-sol;27773;6151;2007;-5752
1098;62;Comedy;56;104;398;Ladykillers;89354;2346;2004;-1948
3209;82;Documentary;79;86;397;Sugar Man;54216;16136;2012;-15739
1721;73;Drama;40;120;396;Le guerrier pacifique;22793;11870;2006;-11474
3818;68;Biography;94;150;396;Mr. Turner;20810;4613;2014;-4217
1920;70;Comedy;54;97;395;Charlie Bartlett;58853;13334;2007;-12939
2793;72;Drama;86;122;395;Des hommes et des dieux;13313;10499;2010;-10104
982;56;Animation;38;80;394;Les razmoket rencontrent les Delajungle;6306;18305;2003;-17911
4295;58;Action;48;92;391;Morgane;28858;7689;2016;-7298
1418;73;Comedy;76;91;389;Moi, toi et tous les autres;32538;6173;2005;-5784
4020;72;Biography;56;108;387;L'Homme qui défiait l'infini;35240;12856;2015;-12469
1205;67;Comedy;67;111;384;Lignes de vie;14034;2354;2004;-1970
1160;65;Comedy;54;99;383;Melinda et Melinda;28651;15563;2004;-15180
3498;74;Drama;91;82;383;Ida;40887;5310;2013;-4927
164;72;Comedy;75;117;382;Harry, un ami qui vous veut du bien;8846;18931;2000;-18549
4078;76;Documentary;64;120;382;Where to Invade Next;17999;23081;2015;-22699
301;61;Horror;49;90;379;Jeepers creepers - Le chant du diable;96577;3066;2001;-2687
469;75;Drama;91;172;379;Atanarjuat - La légende de l'homme rapide;5804;19876;2001;-19497
1156;71;Drama;63;131;377;Le marchand de Venise;31441;6541;2004;-6164
2231;75;Drama;92;128;377;Entre les murs;31008;4251;2008;-3874
4334;46;Action;22;92;377;Max Steel;14173;14785;2016;-14408
3551;62;Comedy;58;90;376;Apprenti gigolo;21148;13993;2013;-13617
4322;54;Horror;31;92;376;Friend Request;16209;14501;2016;-14125
1179;77;Crime;83;125;375;Vera Drake;21378;26290;2004;-25915
3249;49;Action;22;93;375;Sans issue;31154;23083;2012;-22708
2065;60;Comedy;56;100;374;Une histoire de famille;8979;16624;2007;-16250
3141;73;Crime;58;116;374;Des hommes sans loi;201295;7174;2012;-6800
3010;49;Drama;23;91;373;La colocataire;31230;29093;2011;-28720
4244;75;Drama;76;108;373;Quelques minutes après minuit;54938;6248;2016;-5875
1025;27;Documentary;34;96;371;8 jours & 8 nuits à Cancun;3655;3232;2003;-2861
4237;67;Drama;76;112;371;Midnight Special;60130;10157;2016;-9786
721;42;Comedy;11;108;368;Pinocchio;6840;12671;2002;-12303
850;68;Horror;42;91;368;Haute tension;59202;7832;2003;-7464
1846;73;Adventure;64;107;368;Sunshine;206356;327;2007;41
2988;71;Action;49;148;368;Don, le retour du roi;43563;5336;2011;-4968
446;66;Animation;43;82;367;La Cour de récré: Vive les vacances!;7616;13530;2001;-13163
679;64;Drama;61;103;366;Laurel Canyon;13702;21030;2002;-20664
3;83;Drama;68;102;364;Requiem for a Dream;640047;8927;2000;-8563
1130;79;Drama;56;97;364;Les choristes;48500;9655;2004;-9291
4021;63;Action;32;93;364;Manuel de survie à l'apocalypse zombie;35090;11806;2015;-11442
1366;69;Drama;41;99;363;Stay;66161;9304;2005;-8941
1375;73;Drama;83;117;363;Caché;59753;13002;2005;-12639
4140;73;Drama;50;114;361;Spare Parts;8960;9978;2015;-9617
4494;58;Comedy;40;87;361;Table 19;13313;25320;2017;-24959
3741;74;Drama;77;102;359;Calvary;47918;28372;2014;-28013
3779;67;Comedy;43;106;359;Le rôle de ma vie;32564;15156;2014;-14797
4045;62;Drama;46;96;359;We Are Your Friends;28348;5282;2015;-4923
2261;68;Drama;66;112;358;Elegy;20355;22881;2008;-22523
1986;68;Comedy;61;106;357;Lettre ouverte à Jane Austen;23003;9573;2007;-9216
2727;66;Biography;65;106;357;Les Runaways;41945;29129;2010;-28772
2017;55;Drama;33;98;353;Le goût du sang;16071;815;2007;-462
704;66;Action;68;109;352;L'homme de la Riviera;9321;27626;2002;-27274
2209;68;Adventure;55;114;352;Une arnaque presque parfaite;44197;114;2008;238
3081;77;Documentary;83;103;352;Pina;12639;17226;2011;-16874
2225;70;Comedy;84;118;349;Be Happy;33873;12846;2008;-12497
3764;81;Drama;74;139;349;Mommy;36937;7120;2014;-6771
4272;61;Horror;65;99;349;Ouija: les origines;37811;13064;2016;-12715
39;59;Action;49;123;346;À l'aube du 6ème jour;105553;25157;2000;-24811
883;58;Action;36;101;346;En sursis;37181;9345;2003;-8999
3481;68;Comedy;59;98;345;Et (beaucoup) plus si affinités;58590;9055;2013;-8710
3513;58;Comedy;61;104;345;The Sex List;32426;21948;2013;-21603
1026;83;Drama;89;108;344;Eternal Sunshine of the Spotless Mind;746972;13984;2004;-13640
1752;74;Drama;49;114;344;The Ultimate Gift;15303;24825;2006;-24481
2251;76;Action;69;213;344;Jodhaa Akbar;23868;5322;2008;-4978
3996;72;Animation;88;90;344;Anomalisa;49167;9880;2015;-9536
4285;75;Drama;64;132;344;Miss Sloane;32541;9461;2016;-9117
55;75;Comedy;54;109;343;Malena;72739;25684;2000;-25341
906;77;Comedy;70;99;343;Les invasions barbares;25973;20188;2003;-19845
1077;56;Action;39;175;343;Alexandre;147186;21520;2004;-21177
1566;75;Drama;69;143;343;Babel;259708;1980;2006;-1637
3580;72;Music;61;93;342;Metallica Through the Never;14587;16309;2013;-15967
118;70;Comedy;61;95;341;Mon chien Skip;17544;11052;2000;-10711
1210;74;Documentary;78;85;341;Camera kids;13380;26753;2004;-26412
2973;67;Drama;68;86;341;À la folie;52157;16630;2011;-16289
3593;70;Comedy;57;113;341;The Grand Seduction;13212;25180;2013;-24839
4491;64;Drama;52;96;340;Everything, Everything;14584;2050;2017;-1710
2309;65;Drama;34;120;339;Fireflies in the Garden;11377;29266;2008;-28927
4427;78;Crime;73;107;338;Wind River;76436;11912;2017;-11574
4266;70;Comedy;83;117;337;Everybody Wants Some!!;41558;6457;2016;-6120
1597;71;Drama;79;135;336;Mémoires de nos pères;107035;19396;2006;-19060
4047;77;Comedy;70;116;336;Mr. Ove;28085;28661;2015;-28325
3323;65;Drama;48;105;335;Crimes de guerre;11466;16913;2012;-16578
4121;62;Comedy;76;98;335;Maggie a un plan;11418;29113;2015;-28778
1378;69;Action;56;116;334;Bad Times;57626;8957;2005;-8623
1771;71;Comedy;82;95;334;Venus;11556;22503;2006;-22169
1882;63;Comedy;56;90;333;Les vacances de Mr. Bean;97345;24927;2007;-24594
3205;71;Comedy;67;89;333;Robot & Frank;56178;1573;2012;-1240
3697;76;Comedy;76;86;333;Vampires en toute intimité;97550;21590;2014;-21257
3748;68;Crime;62;107;332;Veronica Mars;44396;7689;2014;-7357
424;52;Action;31;81;329;Pootie Tang;12096;25974;2001;-25645
439;71;Drama;74;104;329;Thirteen Conversations About One Thing;8964;13828;2001;-13499
1980;72;Drama;63;118;329;Nos souvenirs brûlés;25541;29460;2007;-29131
2706;80;Documentary;85;87;329;Faites le mur;55469;23146;2010;-22817
1491;69;Drama;59;106;327;Dreamer: Inspiré d'une histoire vraie;10703;29470;2005;-29143
70;62;Action;45;135;326;L'échange;51252;2750;2000;-2424
2730;63;Comedy;51;98;325;Vous allez rencontrer un bel et sombre inconnu;39453;14049;2010;-13724
3512;62;Biography;49;128;325;Le cinquième pouvoir;33060;28978;2013;-28653
2738;71;Documentary;65;87;323;Catfish;37258;12294;2010;-11971
4233;80;Comedy;79;106;323;Sing Street;62076;21615;2016;-21292
1479;78;Drama;77;117;322;Water;13173;12077;2005;-11755
3968;70;Crime;79;95;322;Green Room;72244;10671;2015;-10349
416;55;Comedy;37;94;321;Escrocs;13376;14325;2001;-14004
453;64;Drama;63;114;321;Un parfum de meurtre;7119;22557;2001;-22236
2760;73;Comedy;80;129;321;Another Year;25044;26987;2010;-26666
1101;65;Action;60;94;320;Cellular;83381;11915;2004;-11595
3964;63;Drama;56;109;320;La face cachée de Margo;78252;14273;2015;-13953
2907;76;Drama;70;120;319;La piel que habito;113813;17734;2011;-17415
1395;78;Documentary;87;103;317;Grizzly Man;45312;6774;2005;-6457
2002;67;Drama;55;112;317;Renaissance d'un champion;19096;20360;2007;-20043
2268;76;Drama;79;117;317;Il y a longtemps que je t'aime;18479;23473;2008;-23156
290;68;Horror;54;122;316;From Hell;133031;16257;2001;-15941
555;68;Drama;64;96;316;Photo obsession;103064;13754;2002;-13438
1346;75;Biography;80;93;315;Good Night, and Good Luck;87363;29183;2005;-28868
2230;71;Drama;74;110;315;Two Lovers;31867;22005;2008;-21690
4332;62;Crime;57;108;315;Un traître idéal;14404;27544;2016;-27229
917;78;Documentary;90;107;312;Capturing the Friedmans;20895;21146;2003;-20834
2240;60;Comedy;56;114;312;Jeux de dupes;28914;18931;2008;-18619
3829;68;Comedy;76;84;312;Obvious Child;19352;19278;2014;-18966
3682;81;Comedy;77;122;311;Les nouveaux sauvages;122793;11391;2014;-11080
1750;55;Comedy;32;89;309;Son ex et moi;15711;22877;2006;-22568
3261;66;Comedy;59;92;309;Celeste & Jesse Forever;26194;19795;2012;-19486
637;71;Comedy;64;111;308;8 femmes;25371;675;2002;-367
2178;75;Comedy;67;124;308;Synecdoche, New York;64562;17374;2008;-17066
73;67;Drama;47;126;307;La légende de Bagger Vance;48360;15829;2000;-15522
2184;66;Drama;45;121;307;Blindness;62812;12375;2008;-12068
2444;63;Drama;48;96;307;Chloé;61138;4980;2009;-4673
3710;62;Action;40;117;307;3 Days to Kill;75939;11044;2014;-10737
205;73;Drama;73;112;306;La veuve de Saint-Pierre;4959;9294;2000;-8988
236;54;Drama;23;112;306;Beautiful;3394;8177;2000;-7871
247;72;Drama;63;109;305;Songcatcher;2962;9445;2000;-9140
2044;76;Comedy;80;87;305;La visite de la fanfare;11526;55;2007;250
184;71;Romance;78;135;304;Chez les heureux du monde;6641;19429;2000;-19125
226;60;Drama;62;130;304;La coupe d'or;3905;9602;2000;-9298
712;71;Action;49;97;304;Paid in Full;8289;24424;2002;-24120
372;78;Comedy;85;95;303;Hedwig and the Angry Inch;27956;27019;2001;-26716
677;54;Comedy;47;94;303;Le gourou et les femmes;14001;11635;2002;-11332
2899;71;Drama;80;135;303;Melancholia;141967;19933;2011;-19630
3078;55;Comedy;39;107;302;From Prada to Nada;12823;12632;2011;-12330
4281;62;Action;70;109;302;Colossal;34997;5181;2016;-4879
4508;67;Comedy;71;98;302;Ingrid Goes West;10460;3267;2017;-2965
2400;65;Action;57;98;301;Daybreakers;111355;5416;2009;-5115
3038;67;Drama;57;113;301;Albert Nobbs;21050;13035;2011;-12734
4061;73;Biography;82;106;299;The End of the Tour;22695;2334;2015;-2035
4336;53;Horror;41;96;299;The Door;14048;1003;2016;-704
1711;70;Biography;57;88;298;Miss Potter;25284;11245;2006;-10947
2989;69;Drama;75;102;298;Martha Marcy May Marlene;43299;15817;2011;-15519
2206;78;Documentary;89;94;296;Le funambule;45682;2047;2008;-1751
3527;67;Comedy;79;93;296;In a World...;28050;1505;2013;-1209
3728;63;Drama;41;92;296;Avant d'aller dormir;57395;22714;2014;-22418
4291;72;Biography;59;120;296;Anthropoid;30739;7640;2016;-7344
2235;65;Comedy;47;92;293;Choke;29576;16275;2008;-15982
1140;79;Drama;67;192;292;Veer-Zaara;40541;5182;2004;-4890
2768;61;Comedy;52;109;292;Nanny McPhee et le Big Bang;22082;9875;2010;-9583
1434;73;Crime;70;94;291;Mon nom est Tsotsi;25966;27920;2005;-27629
329;78;Animation;82;99;289;Waking Life;53658;29260;2001;-28971
199;62;Comedy;71;78;288;Séduction en mode mineur;5325;5342;2000;-5054
3385;66;Action;41;103;288;Kick-Ass 2;222348;3322;2013;-3034
3891;66;Comedy;75;108;287;The Trip to Italy;12547;10233;2014;-9946
2407;71;Drama;58;105;285;Brothers;96049;1342;2009;-1057
3475;78;Drama;86;141;285;La grande bellezza;64841;16419;2013;-16134
737;54;Action;50;90;284;Traqueur de croco en mission périlleuse;5876;22873;2002;-22589
959;75;Comedy;69;96;282;Monsieur Ibrahim et les fleurs du Coran;9950;10621;2003;-10339
2181;64;Biography;35;110;278;Un Anglais à New York;63663;20601;2008;-20323
3879;15;Comedy;18;79;278;Saving Christmas;13277;19052;2014;-18774
3439;65;Horror;61;104;277;The Mirror;97332;8767;2013;-8490
3826;46;Action;24;89;276;Pyramide;19655;10892;2014;-10616
740;70;Documentary;62;82;274;Comedian;5565;29500;2002;-29226
47;81;Drama;85;98;273;In the Mood for Love;89093;768;2000;-495
3372;80;Biography;84;117;273;Dallas Buyers Club;368190;27194;2013;-26921
4503;84;Comedy;94;94;273;Lady Bird;11730;16634;2017;-16361
3806;74;Drama;65;110;272;The Good Lie;23090;26237;2014;-25965
1261;74;Drama;65;103;271;Tu marcheras sur l'eau;6101;18588;2004;-18317
1742;69;Comedy;74;109;271;History Boys;18692;25586;2006;-25315
2576;62;Comedy;63;100;271;Chéri;9449;15797;2009;-15526
2721;64;Comedy;65;97;271;Everything Must Go;43668;2981;2010;-2710
3242;73;Crime;65;140;271;Talaash;32873;1913;2012;-1642
899;65;Adventure;55;137;269;Les disparues;29334;12115;2003;-11846
1623;72;Drama;85;106;269;Half Nelson;76272;7918;2006;-7649
2270;49;Comedy;27;114;269;The Women;18017;14195;2008;-13926
1455;70;Comedy;80;106;268;Junebug;19931;21268;2005;-21000
4032;71;Action;57;105;268;Ip Man 3;32679;8362;2015;-8094
4516;60;Drama;63;106;268;My Cousin Rachel;9377;8879;2017;-8611
2272;67;Comedy;58;97;266;Un mariage de rêve;17855;22312;2008;-22046
3810;49;Drama;42;98;265;La dame en noir 2: L'ange de la mort;22614;9821;2014;-9556
1991;47;Crime;24;96;263;Captivity;21300;11998;2007;-11735
3701;80;Action;71;150;263;The Raid 2;95190;10265;2014;-10002
607;64;Action;64;110;262;Créance de sang;36945;27178;2002;-26916
3434;63;Drama;78;108;261;Under the Skin;100211;11573;2013;-11312
119;42;Animation;36;92;260;Les aventures de Rocky & Bullwinkle;17535;18043;2000;-17783
3388;70;Action;81;109;260;Le dernier pub avant la fin du monde;210727;27048;2013;-26788
1280;78;Documentary;79;84;259;Control Room;4862;29899;2004;-29640
4028;52;Horror;31;83;258;Lazarus Effect;33226;27673;2015;-27415
2719;58;Comedy;28;105;257;Encore toi!;43932;18812;2010;-18555
2913;72;Comedy;61;80;255;Carnage;104644;22635;2011;-22380
3020;79;Documentary;77;81;255;Jiro Dreams of Sushi;28180;7849;2011;-7594
730;73;Crime;75;90;254;L'homme du train;6323;16866;2002;-16612
3177;72;Comedy;67;104;254;Elle s'appelle Ruby;86091;27551;2012;-27297
4088;68;Biography;66;125;254;Truth: Le prix de la vérité;14993;15501;2015;-15247
524;68;Action;51;92;253;Le transporteur;255453;21448;2002;-21195
827;72;Drama;62;115;253;Innocents;91156;10367;2003;-10114
925;71;Comedy;70;80;253;Pieces of April;18672;16364;2003;-16111
2513;76;Adventure;77;96;253;Sin nombre;27854;27329;2009;-27076
1191;52;Crime;26;97;252;Instincts meurtriers;18123;5298;2004;-5046
2537;54;Animation;42;86;252;Les Zintrus;18139;4845;2009;-4593
706;47;Comedy;45;101;251;Full Frontal;8939;5147;2002;-4896
2254;72;Crime;82;97;251;Frozen River;22671;29213;2008;-28962
3006;48;Action;60;156;251;Voltage;33481;21585;2011;-21334
2684;55;Comedy;53;88;250;Piranha 3D;77192;24922;2010;-24672
1506;67;Drama;47;144;248;Adieu Cuba;8655;1359;2005;-1111
4440;76;Drama;60;101;248;Mary;53924;22924;2017;-22676
4068;67;Comedy;75;84;246;Mistress America;19895;1805;2015;-1559
3325;71;Biography;67;103;245;Les Saphirs;11315;17728;2012;-17483
3763;70;Biography;60;112;245;Secret d'état;37197;2422;2014;-2177
344;61;Action;34;120;244;15 minutes;44667;27648;2001;-27404
3784;70;Biography;65;115;244;Le prodige;30255;29485;2014;-29241
2016;65;Comedy;64;93;243;You Kill Me;16705;11207;2007;-10964
2643;72;Drama;69;103;243;Never Let Me Go;120982;982;2010;-739
3801;66;Drama;68;122;243;The Homesman;25031;26594;2014;-26351
4546;62;Drama;38;105;243;Tulip Fever;5872;16820;2017;-16577
1422;29;Action;18;95;241;BloodRayne;31610;26310;2005;-26069
736;70;Crime;64;132;238;Dancer Upstairs;5884;8911;2002;-8673
839;81;Drama;85;103;238;Printemps, été, automne, hiver... et printemps;67405;15898;2003;-15660
2468;75;Comedy;83;106;238;In the Loop;47601;3610;2009;-3372
1009;69;Comedy;68;114;235;Bon voyage;4424;18675;2003;-18440
1082;74;Crime;73;105;234;Layer Cake;143657;26620;2004;-26386
1586;64;Comedy;45;105;234;She's the Man;127175;12036;2006;-11802
2264;68;Drama;69;99;234;Redbelt;19254;128;2008;106
3275;74;Drama;81;118;234;No;20229;17908;2012;-17674
473;70;Drama;78;109;233;Last Orders;5233;8555;2001;-8322
3096;33;Comedy;9;97;233;Bucky Larson: Born to Be a Star;10029;24704;2011;-24471
4145;77;Documentary;77;90;233;Meru;8456;15454;2015;-15221
3435;69;Crime;61;101;232;Trance;100058;6187;2013;-5955
994;60;Animation;62;75;231;Les Aventures de Porcinet;5332;28419;2003;-28188
4472;74;Drama;73;121;229;Mise à mort du cerf sacré;20351;2866;2017;-2637
4511;85;Drama;93;132;229;Call Me by Your Name;9877;660;2017;-431
992;64;Drama;73;112;228;Company;5794;29783;2003;-29555
1603;79;Adventure;64;117;228;The Fall;95953;12249;2006;-12021
2201;80;Animation;91;90;228;Valse avec Bachir;49480;4109;2008;-3881
2506;72;Drama;56;99;228;Adam;31100;29743;2009;-29515
4365;57;Action;33;99;228;No Way Out;10363;27650;2016;-27422
1802;66;Comedy;68;85;227;La doublure;8680;19650;2006;-19423
3494;68;Adventure;68;116;227;The East;44786;20417;2013;-20190
3328;68;Comedy;71;81;226;Sleepwalk with Me;10771;18945;2012;-18719
136;72;Comedy;74;101;225;The Dish;13539;404;2000;-179
2723;70;Drama;76;91;223;Rabbit Hole;43310;6564;2010;-6341
2752;75;Animation;82;80;223;L'illusionniste;30238;22898;2010;-22675
897;72;Drama;73;94;222;Le mystificateur;30345;17317;2003;-17095
1416;74;Crime;68;116;222;Hustle & Flow;35136;13926;2005;-13704
1572;75;Crime;56;147;222;Le parfum - Histoire d'un meurtrier;205389;22811;2006;-22589
2448;78;Drama;82;144;222;Le ruban blanc;58481;12230;2009;-12008
4524;68;Biography;57;111;222;Confident Royal;8931;10505;2017;-10283
38;77;Drama;74;110;220;Billy Elliot;105584;13268;2000;-13048
160;65;Comedy;50;135;219;The Very Black Show;9099;8623;2000;-8404
983;51;Comedy;37;100;219;Love Don't Cost a Thing;6150;25013;2003;-24794
1213;55;Comedy;57;104;218;Mr 3000;12832;15167;2004;-14949
951;46;Action;36;110;217;Biker Boyz;11608;15586;2003;-15369
2926;55;Adventure;31;102;216;Votre majesté;89681;5744;2011;-5528
3484;58;Action;49;104;216;Old Boy;57001;28991;2013;-28775
3417;74;Comedy;68;103;215;Cet été-là;125274;3598;2013;-3383
3570;63;Comedy;42;97;215;Austenland;16616;18663;2013;-18448
4267;74;Comedy;90;118;214;Paterson;40337;14499;2016;-14285
2931;52;Action;36;113;213;Conan;86417;26348;2011;-26135
4214;75;Action;72;118;213;Dernier train pour Busan;79105;10461;2016;-10248
2118;79;Drama;82;115;212;Morse;185389;28670;2008;-28458
